asset.display_ipv4_address,asset.id,asset.name,definition.family,definition.id,definition.name,definition.vpr.score,id,port,protocol,severity,state
10.64.81.222,cfb2af59-0d92-4fa7-b214-c13d50ae8e0e,p000806,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,2707718c-086b-46fa-ad44-6f0fc7da0e87,0,TCP,High,RESURFACED
10.240.66.173,ecb8a606-d4d8-45fa-8b66-4226d97e0816,p487567,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,291c379c-8062-4cd6-bef8-d937a83e1466,0,TCP,High,RESURFACED
10.212.129.165,55d5f7dc-fdab-4fbe-bc3e-33661aa9bf77,p487449,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,2a79d78b-c1b9-4d85-b5d7-58e24b92ca52,0,TCP,High,RESURFACED
10.50.17.2,15eaa65e-fe6a-49fe-b5ac-cd5f4ee20301,p522446,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,2ad9b1dd-b2b3-4aa3-9aa8-26ff80b41835,0,TCP,High,RESURFACED
10.240.67.30,5c440cce-be79-4fb1-90e4-bd63bab3324c,p487499,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,2be1365a-4d9f-4b71-8941-50d98e969359,0,TCP,High,ACTIVE
10.219.224.174,7f94a253-c033-4c3a-a22b-5e0291c9f514,p522415,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,2bfef55b-3b5d-4d8a-96db-af0b37b2d53b,0,TCP,High,RESURFACED
10.64.225.160,4344c9f2-fb6b-44d0-9627-50988a116fe8,p487015,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,2c225bf4-453d-4c93-b3d8-e162712e4f04,0,TCP,High,RESURFACED
10.76.66.113,e7860581-c05e-45d1-9dc8-1afc6758ce39,p470006,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,2c7bb48f-2b1d-4803-9693-029c552dacb8,0,TCP,High,RESURFACED
10.216.66.58,1c2e33a2-6ba8-4a2b-858b-ac253de30fd4,p487948,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,2ccba4c4-bffe-4ef2-bf62-12cf526b38b9,0,TCP,High,RESURFACED
10.100.130.220,7e93263c-3d79-469d-80ea-8dff082845d6,p483278,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,2d759278-b9e8-4c3e-95a6-d99f837d8cb6,0,TCP,High,RESURFACED
192.168.56.1,b64e34d9-3355-4773-9091-199704433f70,p489257,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,2d9874f9-46fb-430d-bb32-1b9ea1448f17,0,TCP,High,RESURFACED
10.64.18.85,48a78e12-f81a-4098-8708-b5a4983fe581,p522380,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,2e036538-a975-4afe-a0cb-0ef2aaf4271c,0,TCP,High,RESURFACED
10.213.128.151,3d3f19d1-78c5-44a0-b531-5fcc776f302d,p487479,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,30d2d5de-9c2e-4660-8caa-3bf890084819,0,TCP,High,RESURFACED
10.101.1.106,332dd8a4-33d6-4347-bd1d-8c54b4706ec9,p488991,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,30daaf6b-4ea1-442e-ae9c-92dfdbaded4f,0,TCP,High,RESURFACED
10.100.130.38,b6361d80-f651-4eb0-9b55-5f1cd0d44509,p487393,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,30f5f3b3-e996-4daf-8be8-76b9c0ab50f5,0,TCP,High,RESURFACED
10.100.130.116,75f047bc-083f-4b36-b008-cfc2ac359e2a,p487013,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,319efbc3-0559-42e7-b31b-8235a958d902,0,TCP,High,RESURFACED
10.65.2.96,8ca0986e-5de9-48a3-be90-ce8116caaa06,p485249,Misc.,156057,Apache Log4j 2.x < 2.16.0 RCE,8.1,31ae36e0-df9c-42d8-9547-552812eb1ac1,0,TCP,Critical,RESURFACED
10.100.130.107,5492dc27-4c80-4b1a-9364-fdd97593843f,p483250,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,334db998-a38a-423f-94a4-0225fcbed253,0,TCP,High,RESURFACED
10.212.129.166,60837fd4-5a08-4752-9194-b290dac45a29,p480712,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,337b2eae-1edb-4e8c-b004-07fefb323159,0,TCP,High,RESURFACED
10.59.209.163,790adf0b-2ef7-4133-bbca-7bf55c2ac736,p487097,Misc.,156002,Apache Log4j < 2.15.0 Remote Code Execution (Windows),10.0,3468d0e8-349b-4d8a-b749-74fc07179b7a,445,TCP,Critical,RESURFACED
10.213.96.150,dd004734-69bb-4a16-abac-09c8880a8de5,p030164,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,3691eab4-3e2b-4799-a04c-7c90588c0c7d,0,TCP,High,RESURFACED
10.238.113.153,c858c289-6a05-447c-9fbd-a24a3d55fd86,p489859,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,36da4e55-15a5-4b7c-87e0-52cf1f78124f,0,TCP,High,RESURFACED
10.50.49.8,9c8f7002-bedf-4e2f-9a75-c17eed3b3684,p522402,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,3718564c-8614-44ce-bcb1-23eee38ee7e4,0,TCP,High,ACTIVE
10.217.128.171,70b181fa-4839-43b7-9708-47c63e3e512f,p480735,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,391ccbcc-f690-4d87-a1cf-93af8ad7c3a1,0,TCP,High,RESURFACED
10.100.130.134,b4be328a-5a70-4f4a-93dd-e485c6930eac,p488949,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,3b61ba94-58d7-4a2f-8e9a-ddc65e4f4fef,0,TCP,High,RESURFACED
10.64.225.223,47fe22d5-d840-4a38-8951-f2901158d294,p489574,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,3bd13526-53a5-44b9-849d-fcde307b55c2,0,TCP,High,RESURFACED
10.101.1.147,b9298ff8-16be-4f47-a3dd-02c7bde695d8,p483246,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,3c68c666-8e0d-49d6-8f8a-737296cef13e,0,TCP,High,RESURFACED
10.64.66.83,2926cabb-bd73-44ed-bb41-1da53b80f384,p487126,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,3cc46e67-1229-4eb5-b2f6-be627c5855f6,0,TCP,High,RESURFACED
10.64.146.3,1271a51f-ebb1-4b1e-ae89-f124ff82f369,p000005,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,40c00a78-d4e2-4054-8974-39dede09e230,0,TCP,High,RESURFACED
192.168.0.107,271234b2-ee33-4250-893a-2d3d197172fe,tod506061,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,40c40d47-637b-4948-8eaa-4ba60badd763,0,TCP,High,ACTIVE
10.216.66.57,bcc4a66d-0744-4aef-b76c-caa7737d4f33,p487951,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,41009419-9c6b-40ca-a1da-553fd70dd971,0,TCP,High,RESURFACED
10.236.128.211,cbfe4914-2b12-42ef-99ab-a8d0bc7465fc,p489862,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,4171fb4c-61b1-4a43-96ec-ddebd5d75654,0,TCP,High,RESURFACED
172.26.16.1,12236d42-6451-4281-a680-866c80a6b73c,p523821,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,44311553-6195-43bd-8e9e-ee7de0aa4e8e,0,TCP,High,ACTIVE
10.65.2.16,a13865a7-ed9c-4118-a514-6414c181ce87,p483659,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,4489d846-39d3-4e65-8423-7e47f1cee021,0,TCP,High,RESURFACED
10.100.130.25,2e0e1d43-cb88-414c-b6cd-3b6bf86fedb7,p470802,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,44b3383c-c497-462a-80b4-72094216136e,0,TCP,High,RESURFACED
192.192.192.15,556428e6-bf3a-475a-b3d2-f0208f07cd05,p483715,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,466803ba-8541-47af-9de0-1fc5af4f8005,0,TCP,High,RESURFACED
10.65.1.48,ddcb45e0-52b7-4dcf-9553-e626805bc7ba,p485244,Misc.,156057,Apache Log4j 2.x < 2.16.0 RCE,8.1,4959efbf-19e4-443b-b49e-c835f91861ea,0,TCP,Critical,RESURFACED
10.208.67.42,9111000c-50ce-4ebe-980b-1c8fa0f95e9d,p483006,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,49771ce5-bf0b-48a6-986d-91cf715fe497,0,TCP,High,RESURFACED
10.64.49.247,dd6771d9-ccde-420f-98f0-95e6b73c57aa,p526458,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,4d250986-c739-4551-ad53-fc3c3c03a5ab,0,TCP,High,RESURFACED
10.100.130.184,15ffd164-2f6b-4564-8fef-bc80a7b7f2b4,p030066,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,4dc8aa7c-04ba-4350-b247-b1bd6812619f,0,TCP,High,RESURFACED
10.64.49.159,ba39f71f-df66-4b3f-a962-509c46f6bd10,p524112,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,509f2802-c362-4552-898b-6fd6ba96ef24,0,TCP,High,RESURFACED
10.31.145.192,4b3f6fa7-636d-4354-9739-9920374a2728,p030329,Misc.,156327,Apache Log4j 2.0 < 2.3.2 / 2.4 < 2.12.4 / 2.13 < 2.17.1 RCE,6.7,51f14bc7-590f-473b-8469-ccf71ca5cd18,0,TCP,Medium,NEW
192.192.192.32,a535002e-1f57-4bc9-994b-d2f4b136f304,p523681,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,521492da-ee62-46f8-80b4-eee9e5495182,0,TCP,High,RESURFACED
10.65.1.48,ddcb45e0-52b7-4dcf-9553-e626805bc7ba,p485244,Misc.,156327,Apache Log4j 2.0 < 2.3.2 / 2.4 < 2.12.4 / 2.13 < 2.17.1 RCE,6.7,52924de9-c114-4c12-a7ea-456dbc31c80e,0,TCP,Medium,RESURFACED
10.31.145.192,4b3f6fa7-636d-4354-9739-9920374a2728,p030329,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,53788858-24d2-489f-9b9e-b7f34b36b97e,0,TCP,High,NEW
10.216.66.241,af9c4278-5c8a-433e-bed8-6679387b7682,p488017,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,5415cdde-59e2-4257-86bf-be9db54beeb0,0,TCP,High,RESURFACED
10.64.225.74,8e461c00-a4e3-4dde-8f39-e3c0c3e9d460,p470328,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,56681108-ac8a-4581-96af-2567e389a924,0,TCP,High,RESURFACED
10.100.130.100,44350102-ec86-4f2b-93ec-d96bfce202e7,p470738,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,567ce02a-7c7a-42f9-ab79-f3e452d71f9f,0,TCP,High,RESURFACED
192.192.192.21,abc71e54-d40b-482a-836d-3c839e58f71e,p483535,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,57b141e1-586c-4db6-8095-e0dfa72bfb31,0,TCP,High,RESURFACED
10.100.130.16,c5bba66e-ed23-4db7-916e-cbd5668d6952,p483270,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,586903ff-16b3-4b23-9595-3fd0a3fc5cbb,0,TCP,High,RESURFACED
10.64.49.180,b7be69a2-1a00-43f4-84d8-a753305aabce,p526516,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,5ad5301c-40b7-4163-bbf4-42e7a3d80eea,0,TCP,High,RESURFACED
10.224.145.12,d5478da6-c5e6-4b8c-849a-851df78a52f4,p519720,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,5bf39e6e-cd5d-463d-8043-0b0ead2a8150,0,TCP,High,NEW
10.65.1.228,123e64a2-4bf2-4d53-bf4c-e47189e4f5e5,p485254,Misc.,156002,Apache Log4j < 2.15.0 Remote Code Execution (Windows),10.0,5cbee1b7-9b67-497a-aa0e-48258f8fc849,445,TCP,Critical,RESURFACED
10.64.145.218,b6703e2e-b55b-4543-a5ac-37d9b3ee1e59,p520866,Misc.,156183,Apache Log4j 2.x < 2.17.0 DoS,6.6,5deea1cc-855a-4415-8c67-57bb8e663507,0,TCP,Medium,RESURFACED
10.26.129.156,67234d7b-f152-4b6b-8739-8e6b29db3151,p030194,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,5dfaaab9-c986-421f-bb88-37a1cd54fbb1,0,TCP,High,NEW
10.64.226.52,df6e84e5-ce60-4247-9fcb-bcc3289bb0a4,p483532,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,5e00c235-a4e3-4d07-98c2-ea734098b3ca,0,TCP,High,RESURFACED
10.64.82.25,7c95da44-9158-428d-9bc5-6401d659b4eb,p487171,Misc.,156183,Apache Log4j 2.x < 2.17.0 DoS,6.6,5ed7d243-5cb6-4e5e-a566-b1ad49239460,0,TCP,Medium,RESURFACED
10.100.145.228,36e33330-2903-422d-86a0-63aa3af5398d,p489241,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,5ff2ea39-54d2-45ee-ad63-cb781b8e07ff,0,TCP,High,RESURFACED
192.192.192.15,44322d60-8e3d-4725-a61b-c06f6789a502,p522390,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,628218ae-d59c-40c5-a1db-4fc641376845,0,TCP,High,RESURFACED
10.100.130.140,ebbb23bc-b599-4897-a8c1-07de1dd19dea,p483266,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,64e69334-01a8-4a2f-bf47-f64437ba5163,0,TCP,High,RESURFACED
192.192.192.15,4da365a1-c3e1-448a-a45e-2b294acc3b12,p522890,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,64ef562c-8e0b-415f-b50e-5d1552b21d2d,0,TCP,High,RESURFACED
10.100.131.203,ffa167e8-a48f-4497-aebd-cd4eb184afed,p489051,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,657c9ce1-f615-4e12-b6d4-9a451681e848,0,TCP,High,RESURFACED
10.64.145.236,6472cc8c-1b15-478a-80cd-4121c5565b85,p000008,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,666f2700-7b59-4b36-bc75-818d0b2e74b5,0,TCP,High,RESURFACED
10.64.225.27,09e5df99-ccf7-48d2-a8f3-391b9a9c7f2f,p483448,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,668a3ede-082a-4746-8d93-f006f30773ed,0,TCP,High,RESURFACED
10.236.67.198,71b9854a-647a-4bc4-a21b-03d3c29e2413,p489856,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,67b11d42-33cd-479f-8003-830cdd38d761,0,TCP,High,RESURFACED
10.240.209.13,184bbd6c-5c6e-4c9d-842f-cd0a57367e24,p480723,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,68520308-9106-48a7-90a3-f5a2a9b111ed,0,TCP,High,RESURFACED
10.240.66.114,2b51c928-fdf4-4a21-abd5-26f3d67fce08,p487539,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,6965ffc1-9931-4ea4-9c5b-bacfc39bacfe,0,TCP,High,RESURFACED
10.236.68.230,5a40b887-0341-4655-8d0a-c360ef944096,p487373,Misc.,156103,Apache Log4j 1.2 JMSAppender Remote Code Execution (CVE-2021-4104),6.7,69816266-55d2-483a-b373-76c8c32ab097,0,TCP,High,RESURFACED
